tender_id,department,tender_category,estimated_value,contract_amount,price_ratio,bid_count,winning_vendor_id,vendor_age_days,has_shared_relationship,has_unusual_bid_pattern,score,review_priority,review_candidate,signals,explanation
TEN0334,Health,IT Services,9629000,8862000,0.92,7,VEN0111,261,False,False,20,Low,False,new_vendor,"Winning vendor VEN0111 was registered 261 days before the tender date, within the 730-day recent-registration window."
TEN0326,IT & Digital Services,Office Supplies,490000,426000,0.869,5,VEN0098,1707,True,False,20,Low,False,shared_relationship,Winning vendor VEN0098 shares a registered address or contact group with at least one other vendor.
TEN0325,Public Works,Construction,23913000,18566000,0.776,5,VEN0087,444,False,False,20,Low,False,new_vendor,"Winning vendor VEN0087 was registered 444 days before the tender date, within the 730-day recent-registration window."
TEN0344,Health,Office Supplies,1598000,1202000,0.752,7,VEN0075,4,False,False,20,Low,False,new_vendor,"Winning vendor VEN0075 was registered 4 days before the tender date, within the 730-day recent-registration window."
TEN0341,Public Works,Consulting,5578000,5039000,0.903,8,VEN0064,965,True,False,20,Low,False,shared_relationship,Winning vendor VEN0064 shares a registered address or contact group with at least one other vendor.
TEN0343,IT & Digital Services,Consulting,3517000,2638000,0.75,8,VEN0019,2691,True,False,20,Low,False,shared_relationship,Winning vendor VEN0019 shares a registered address or contact group with at least one other vendor.
TEN0361,Public Works,Consulting,4531000,3914000,0.864,7,VEN0019,3237,True,False,20,Low,False,shared_relationship,Winning vendor VEN0019 shares a registered address or contact group with at least one other vendor.
TEN0375,Health,Consulting,7863000,7356000,0.936,4,VEN0067,3051,True,False,20,Low,False,shared_relationship,Winning vendor VEN0067 shares a registered address or contact group with at least one other vendor.
TEN0308,Public Works,Consulting,7736000,6417000,0.829,6,VEN0064,1035,True,False,20,Low,False,shared_relationship,Winning vendor VEN0064 shares a registered address or contact group with at least one other vendor.
TEN0305,Public Works,Consulting,5234000,4842000,0.925,8,VEN0064,1251,True,False,20,Low,False,shared_relationship,Winning vendor VEN0064 shares a registered address or contact group with at least one other vendor.
TEN0301,IT & Digital Services,IT Services,4613000,4218000,0.914,3,VEN0077,119,False,False,20,Low,False,new_vendor,"Winning vendor VEN0077 was registered 119 days before the tender date, within the 730-day recent-registration window."
TEN0300,Public Works,Consulting,2314000,2014000,0.87,3,VEN0037,109,False,False,20,Low,False,new_vendor,"Winning vendor VEN0037 was registered 109 days before the tender date, within the 730-day recent-registration window."
TEN0140,Education,Construction,30366000,29258000,0.964,4,VEN0045,333,False,False,20,Low,False,new_vendor,"Winning vendor VEN0045 was registered 333 days before the tender date, within the 730-day recent-registration window."
TEN0142,Public Works,Consulting,7455000,6431000,0.863,7,VEN0019,2777,True,False,20,Low,False,shared_relationship,Winning vendor VEN0019 shares a registered address or contact group with at least one other vendor.
TEN0297,Health,Consulting,3192000,2568000,0.805,8,VEN0012,720,False,False,20,Low,False,new_vendor,"Winning vendor VEN0012 was registered 720 days before the tender date, within the 730-day recent-registration window."
TEN0299,IT & Digital Services,Consulting,6451000,6550000,1.015,3,VEN0067,2705,True,False,20,Low,False,shared_relationship,Winning vendor VEN0067 shares a registered address or contact group with at least one other vendor.
TEN0136,IT & Digital Services,Office Supplies,145000,117000,0.807,6,VEN0025,258,False,False,20,Low,False,new_vendor,"Winning vendor VEN0025 was registered 258 days before the tender date, within the 730-day recent-registration window."
TEN0124,Health,Construction,20449000,15337000,0.75,4,VEN0007,1779,True,False,20,Low,False,shared_relationship,Winning vendor VEN0007 shares a registered address or contact group with at least one other vendor.
TEN0311,Education,Consulting,6659000,5580000,0.838,7,VEN0012,560,False,False,20,Low,False,new_vendor,"Winning vendor VEN0012 was registered 560 days before the tender date, within the 730-day recent-registration window."
TEN0318,IT & Digital Services,Consulting,1466000,1381000,0.942,3,VEN0084,726,False,False,20,Low,False,new_vendor,"Winning vendor VEN0084 was registered 726 days before the tender date, within the 730-day recent-registration window."
TEN0319,Transport,Consulting,1060000,823000,0.776,4,VEN0046,445,False,False,20,Low,False,new_vendor,"Winning vendor VEN0046 was registered 445 days before the tender date, within the 730-day recent-registration window."
TEN0321,IT & Digital Services,Office Supplies,1253000,940000,0.75,3,VEN0112,2912,True,False,20,Low,False,shared_relationship,Winning vendor VEN0112 shares a registered address or contact group with at least one other vendor.
TEN0324,IT & Digital Services,IT Services,13774000,10755000,0.781,5,VEN0096,1350,True,False,20,Low,False,shared_relationship,Winning vendor VEN0096 shares a registered address or contact group with at least one other vendor.
TEN0294,IT & Digital Services,IT Services,771000,686000,0.89,5,VEN0053,724,False,False,20,Low,False,new_vendor,"Winning vendor VEN0053 was registered 724 days before the tender date, within the 730-day recent-registration window."
TEN0102,Health,Construction,18608000,15113000,0.812,8,VEN0010,36,False,False,20,Low,False,new_vendor,"Winning vendor VEN0010 was registered 36 days before the tender date, within the 730-day recent-registration window."
TEN0362,Transport,Medical Supplies,3635000,2887000,0.794,8,VEN0054,4595,True,False,20,Low,False,shared_relationship,Winning vendor VEN0054 shares a registered address or contact group with at least one other vendor.
TEN0386,IT & Digital Services,Office Supplies,814000,661000,0.812,8,VEN0062,3974,True,False,20,Low,False,shared_relationship,Winning vendor VEN0062 shares a registered address or contact group with at least one other vendor.
TEN0385,Health,Office Supplies,1542000,1381000,0.896,7,VEN0089,3922,True,False,20,Low,False,shared_relationship,Winning vendor VEN0089 shares a registered address or contact group with at least one other vendor.
TEN0379,Education,IT Services,2062000,1758000,0.853,3,VEN0022,140,False,False,20,Low,False,new_vendor,"Winning vendor VEN0022 was registered 140 days before the tender date, within the 730-day recent-registration window."
TEN0384,Education,Medical Supplies,4458000,3673000,0.824,7,VEN0027,2148,True,False,20,Low,False,shared_relationship,Winning vendor VEN0027 shares a registered address or contact group with at least one other vendor.
TEN0376,Public Works,Medical Supplies,4639000,3681000,0.793,8,VEN0031,112,False,False,20,Low,False,new_vendor,"Winning vendor VEN0031 was registered 112 days before the tender date, within the 730-day recent-registration window."
TEN0377,Education,IT Services,9087000,8744000,0.962,7,VEN0111,85,False,False,20,Low,False,new_vendor,"Winning vendor VEN0111 was registered 85 days before the tender date, within the 730-day recent-registration window."
TEN0163,IT & Digital Services,Medical Supplies,7825000,7192000,0.919,3,VEN0011,-888,True,False,20,Low,False,shared_relationship,Winning vendor VEN0011 shares a registered address or contact group with at least one other vendor.
TEN0159,Public Works,Construction,27983000,26766000,0.957,4,VEN0087,164,False,False,20,Low,False,new_vendor,"Winning vendor VEN0087 was registered 164 days before the tender date, within the 730-day recent-registration window."
TEN0160,Education,Medical Supplies,4834000,4029000,0.833,7,VEN0029,3356,True,False,20,Low,False,shared_relationship,Winning vendor VEN0029 shares a registered address or contact group with at least one other vendor.
TEN0162,Health,Office Supplies,689000,829000,1.203,5,VEN0051,150,False,False,20,Low,False,new_vendor,"Winning vendor VEN0051 was registered 150 days before the tender date, within the 730-day recent-registration window."
TEN0153,Education,IT Services,9302000,8671000,0.932,3,VEN0022,169,False,False,20,Low,False,new_vendor,"Winning vendor VEN0022 was registered 169 days before the tender date, within the 730-day recent-registration window."
TEN0290,IT & Digital Services,IT Services,6927000,5867000,0.847,3,VEN0096,1246,True,False,20,Low,False,shared_relationship,Winning vendor VEN0096 shares a registered address or contact group with at least one other vendor.
TEN0285,Public Works,IT Services,13540000,10155000,0.75,5,VEN0096,1515,True,False,20,Low,False,shared_relationship,Winning vendor VEN0096 shares a registered address or contact group with at least one other vendor.
TEN0281,Public Works,Office Supplies,1995000,1868000,0.936,5,VEN0062,4745,True,False,20,Low,False,shared_relationship,Winning vendor VEN0062 shares a registered address or contact group with at least one other vendor.
TEN0216,Transport,Office Supplies,776000,646000,0.832,4,VEN0016,104,False,False,20,Low,False,new_vendor,"Winning vendor VEN0016 was registered 104 days before the tender date, within the 730-day recent-registration window."
TEN0240,IT & Digital Services,Medical Supplies,3612000,3390000,0.939,5,VEN0011,-602,True,False,20,Low,False,shared_relationship,Winning vendor VEN0011 shares a registered address or contact group with at least one other vendor.
TEN0236,Transport,Consulting,5690000,4814000,0.846,4,VEN0093,535,False,False,20,Low,False,new_vendor,"Winning vendor VEN0093 was registered 535 days before the tender date, within the 730-day recent-registration window."
TEN0232,Transport,Office Supplies,1409000,1397000,0.991,5,VEN0025,310,False,False,20,Low,False,new_vendor,"Winning vendor VEN0025 was registered 310 days before the tender date, within the 730-day recent-registration window."
TEN0257,Public Works,Office Supplies,1855000,1477000,0.796,8,VEN0085,3147,True,False,20,Low,False,shared_relationship,Winning vendor VEN0085 shares a registered address or contact group with at least one other vendor.
TEN0231,Health,Consulting,3578000,2752000,0.769,8,VEN0035,228,False,False,20,Low,False,new_vendor,"Winning vendor VEN0035 was registered 228 days before the tender date, within the 730-day recent-registration window."
TEN0180,Health,Medical Supplies,791000,776000,0.981,7,VEN0004,192,False,False,20,Low,False,new_vendor,"Winning vendor VEN0004 was registered 192 days before the tender date, within the 730-day recent-registration window."
TEN0251,Education,IT Services,2072000,2185000,1.055,3,VEN0077,210,False,False,20,Low,False,new_vendor,"Winning vendor VEN0077 was registered 210 days before the tender date, within the 730-day recent-registration window."
TEN0273,Health,Consulting,5078000,4322000,0.851,4,VEN0101,4337,True,False,20,Low,False,shared_relationship,Winning vendor VEN0101 shares a registered address or contact group with at least one other vendor.
TEN0178,Transport,Medical Supplies,5373000,5120000,0.953,8,VEN0029,1970,True,False,20,Low,False,shared_relationship,Winning vendor VEN0029 shares a registered address or contact group with at least one other vendor.
TEN0287,IT & Digital Services,Consulting,5778000,4334000,0.75,8,VEN0012,351,False,False,20,Low,False,new_vendor,"Winning vendor VEN0012 was registered 351 days before the tender date, within the 730-day recent-registration window."
TEN0158,Transport,Consulting,6566000,4986000,0.759,6,VEN0101,5164,True,False,20,Low,False,shared_relationship,Winning vendor VEN0101 shares a registered address or contact group with at least one other vendor.
TEN0186,Transport,IT Services,7461000,6989000,0.937,4,VEN0096,961,True,False,20,Low,False,shared_relationship,Winning vendor VEN0096 shares a registered address or contact group with at least one other vendor.
TEN0198,Transport,Consulting,396000,297000,0.75,6,VEN0028,115,False,False,20,Low,False,new_vendor,"Winning vendor VEN0028 was registered 115 days before the tender date, within the 730-day recent-registration window."
TEN0228,Transport,Construction,44568000,46343000,1.04,6,VEN0100,93,False,False,20,Low,False,new_vendor,"Winning vendor VEN0100 was registered 93 days before the tender date, within the 730-day recent-registration window."
TEN0223,Transport,Office Supplies,1401000,1205000,0.86,4,VEN0062,4951,True,False,20,Low,False,shared_relationship,Winning vendor VEN0062 shares a registered address or contact group with at least one other vendor.
TEN0212,Health,Office Supplies,116000,120000,1.034,7,VEN0075,27,False,False,20,Low,False,new_vendor,"Winning vendor VEN0075 was registered 27 days before the tender date, within the 730-day recent-registration window."
TEN0202,Health,Medical Supplies,3787000,3452000,0.912,3,VEN0005,574,False,False,20,Low,False,new_vendor,"Winning vendor VEN0005 was registered 574 days before the tender date, within the 730-day recent-registration window."
TEN0200,Transport,Construction,41549000,40734000,0.98,5,VEN0007,1333,True,False,20,Low,False,shared_relationship,Winning vendor VEN0007 shares a registered address or contact group with at least one other vendor.
TEN0165,IT & Digital Services,IT Services,1048000,786000,0.75,8,VEN0022,146,False,False,20,Low,False,new_vendor,"Winning vendor VEN0022 was registered 146 days before the tender date, within the 730-day recent-registration window."
TEN0191,IT & Digital Services,Consulting,2898000,2483000,0.857,3,VEN0084,391,False,False,20,Low,False,new_vendor,"Winning vendor VEN0084 was registered 391 days before the tender date, within the 730-day recent-registration window."
TEN0196,Health,Construction,30936000,33399000,1.08,7,VEN0007,767,True,False,20,Low,False,shared_relationship,Winning vendor VEN0007 shares a registered address or contact group with at least one other vendor.
TEN0199,Education,Consulting,5939000,4961000,0.835,6,VEN0019,3109,True,False,20,Low,False,shared_relationship,Winning vendor VEN0019 shares a registered address or contact group with at least one other vendor.
TEN0012,Health,Consulting,3684000,3172000,0.861,3,VEN0067,2881,True,False,20,Low,False,shared_relationship,Winning vendor VEN0067 shares a registered address or contact group with at least one other vendor.
TEN0472,Health,Medical Supplies,8148000,7197000,0.883,5,VEN0057,1974,True,False,20,Low,False,shared_relationship,Winning vendor VEN0057 shares a registered address or contact group with at least one other vendor.
TEN0486,IT & Digital Services,Construction,29551000,28420000,0.962,6,VEN0120,575,False,False,20,Low,False,new_vendor,"Winning vendor VEN0120 was registered 575 days before the tender date, within the 730-day recent-registration window."
TEN0020,Education,Medical Supplies,3915000,3272000,0.836,8,VEN0114,19,False,False,20,Low,False,new_vendor,"Winning vendor VEN0114 was registered 19 days before the tender date, within the 730-day recent-registration window."
TEN0019,Transport,IT Services,2582000,1949000,0.755,7,VEN0053,585,False,False,20,Low,False,new_vendor,"Winning vendor VEN0053 was registered 585 days before the tender date, within the 730-day recent-registration window."
TEN0478,Public Works,IT Services,14849000,11726000,0.79,6,VEN0111,372,False,False,20,Low,False,new_vendor,"Winning vendor VEN0111 was registered 372 days before the tender date, within the 730-day recent-registration window."
TEN0484,IT & Digital Services,Office Supplies,163000,141000,0.865,3,VEN0112,3820,True,False,20,Low,False,shared_relationship,Winning vendor VEN0112 shares a registered address or contact group with at least one other vendor.
TEN0003,Education,Construction,15891000,13216000,0.832,5,VEN0010,381,False,False,20,Low,False,new_vendor,"Winning vendor VEN0010 was registered 381 days before the tender date, within the 730-day recent-registration window."
TEN0002,Transport,Medical Supplies,3844000,3997000,1.04,4,VEN0057,2212,True,False,20,Low,False,shared_relationship,Winning vendor VEN0057 shares a registered address or contact group with at least one other vendor.
TEN0499,Public Works,IT Services,6358000,5815000,0.915,6,VEN0063,1937,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0496,Health,Medical Supplies,1746000,1310000,0.75,6,VEN0005,1229,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0489,IT & Digital Services,Medical Supplies,2391000,1917000,0.802,2,VEN0020,2422,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0481,Education,Construction,10340000,8882000,0.859,7,VEN0100,-569,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0446,Education,Medical Supplies,7544000,7397000,0.981,2,VEN0116,4377,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0445,Public Works,Construction,29204000,21903000,0.75,7,VEN0056,2221,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0195,Education,Office Supplies,1082000,1002000,0.926,2,VEN0050,2945,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0194,Transport,Medical Supplies,7491000,7152000,0.955,2,VEN0047,-645,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0192,IT & Digital Services,IT Services,6732000,5846000,0.868,7,VEN0097,4918,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0190,Health,Construction,29524000,28849000,0.977,2,VEN0058,4798,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0467,Education,Consulting,1606000,1550000,0.965,2,VEN0038,735,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0466,Public Works,Medical Supplies,6855000,7453000,1.087,2,VEN0004,-913,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0443,IT & Digital Services,IT Services,2165000,2322000,1.073,5,VEN0066,2273,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0441,Transport,Construction,40247000,36539000,0.908,8,VEN0104,1673,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0022,IT & Digital Services,Office Supplies,1551000,1237000,0.798,2,VEN0049,4570,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0041,Education,IT Services,3579000,3353000,0.937,2,VEN0044,4043,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0439,IT & Digital Services,Medical Supplies,3706000,3636000,0.981,2,VEN0116,4970,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0074,Health,IT Services,10140000,9281000,0.915,2,VEN0077,1174,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0227,Health,Office Supplies,693000,680000,0.981,8,VEN0042,1048,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0221,Health,Office Supplies,139000,124000,0.892,7,VEN0080,2266,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0218,IT & Digital Services,Consulting,5446000,5614000,1.031,2,VEN0081,-712,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0213,Transport,IT Services,654000,507000,0.775,2,VEN0097,4275,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0244,Education,Medical Supplies,8471000,8241000,0.973,2,VEN0021,4118,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0210,Transport,Office Supplies,1877000,1408000,0.75,2,VEN0002,1149,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0209,Education,Office Supplies,1344000,1248000,0.929,2,VEN0106,-172,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0432,Public Works,Construction,22000000,17124000,0.778,2,VEN0052,-35,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0067,Transport,Office Supplies,619000,484000,0.782,7,VEN0050,3214,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0063,Transport,Office Supplies,1138000,1078000,0.947,7,VEN0015,3123,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0056,Transport,Medical Supplies,4367000,4142000,0.948,2,VEN0115,3993,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0413,Health,Consulting,813000,610000,0.75,2,VEN0081,-1390,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0410,IT & Digital Services,IT Services,6544000,6366000,0.973,2,VEN0053,770,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0055,IT & Digital Services,Consulting,7350000,6263000,0.852,7,VEN0024,4515,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0054,Public Works,Construction,42362000,36926000,0.872,2,VEN0058,4272,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0083,Health,Medical Supplies,4600000,4229000,0.919,5,VEN0073,3359,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0374,Public Works,Construction,4092000,3633000,0.888,2,VEN0058,4382,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0238,Education,Consulting,3247000,3225000,0.993,2,VEN0092,5222,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0234,IT & Digital Services,IT Services,12286000,10914000,0.888,2,VEN0077,901,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0230,IT & Digital Services,Consulting,1036000,839000,0.81,2,VEN0048,2076,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0188,Health,Construction,10373000,10182000,0.982,8,VEN0036,2434,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0185,Health,Consulting,3185000,2631000,0.826,2,VEN0061,4795,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0392,IT & Digital Services,Medical Supplies,6960000,5948000,0.855,6,VEN0115,4194,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0071,Transport,Construction,37341000,32126000,0.86,5,VEN0041,3318,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0100,Public Works,Consulting,1296000,1141000,0.88,7,VEN0093,932,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0098,Health,Consulting,5090000,4273000,0.839,8,VEN0095,1080,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0372,Education,IT Services,14318000,13009000,0.909,8,VEN0063,2820,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0370,Public Works,Consulting,5443000,5167000,0.949,2,VEN0084,1037,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0360,Transport,Consulting,1192000,1190000,0.998,2,VEN0061,5222,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0357,IT & Digital Services,Office Supplies,1496000,1291000,0.863,8,VEN0059,1554,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0382,Health,IT Services,10360000,9258000,0.894,5,VEN0097,4557,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0351,Health,Consulting,4149000,3640000,0.877,2,VEN0035,-925,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0179,Education,Consulting,5354000,4710000,0.88,2,VEN0061,4787,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0170,IT & Digital Services,Medical Supplies,7623000,6580000,0.863,2,VEN0091,-1017,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0247,Public Works,Construction,8661000,8486000,0.98,7,VEN0052,-664,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0243,IT & Digital Services,Office Supplies,1460000,1290000,0.884,3,VEN0110,4830,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0239,Public Works,Office Supplies,550000,593000,1.078,2,VEN0110,4947,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0347,Transport,Consulting,6026000,5494000,0.912,2,VEN0090,1514,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0114,Education,Medical Supplies,5003000,3992000,0.798,5,VEN0076,1175,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0104,Education,IT Services,3919000,3995000,1.019,2,VEN0088,4539,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0342,Education,Construction,5551000,4780000,0.861,7,VEN0087,-143,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0336,IT & Digital Services,Construction,45015000,42386000,0.942,3,VEN0104,1688,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0331,Health,Construction,8307000,9100000,1.095,2,VEN0036,2677,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0330,Health,Consulting,3885000,3222000,0.829,6,VEN0012,-47,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0329,Transport,IT Services,14368000,15486000,1.078,2,VEN0068,-582,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0328,Health,Consulting,4476000,4566000,1.02,2,VEN0103,3297,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0356,Public Works,Construction,18391000,17190000,0.935,7,VEN0041,3236,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0353,Health,Office Supplies,1705000,1660000,0.974,2,VEN0071,1642,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0313,Health,Consulting,2432000,2391000,0.983,5,VEN0061,4942,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0133,Transport,Office Supplies,1445000,1236000,0.855,2,VEN0003,2245,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0164,Education,Medical Supplies,1399000,1187000,0.848,2,VEN0021,3844,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0161,Transport,Construction,4269000,3873000,0.907,2,VEN0100,-98,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0312,Education,Construction,5876000,5404000,0.92,2,VEN0041,2994,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0131,IT & Digital Services,Office Supplies,144000,111000,0.771,8,VEN0026,2089,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0130,Health,Construction,6672000,5303000,0.795,6,VEN0041,3159,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0127,Public Works,IT Services,7299000,6424000,0.88,8,VEN0068,-1205,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0125,Public Works,Consulting,6826000,5574000,0.817,2,VEN0038,1516,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0310,Transport,Consulting,4530000,3702000,0.817,2,VEN0028,1255,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0302,Transport,Consulting,1412000,1177000,0.834,5,VEN0061,4925,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0117,Transport,Construction,16427000,13349000,0.813,5,VEN0056,1671,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0147,Public Works,Construction,8296000,7502000,0.904,2,VEN0041,2789,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0146,IT & Digital Services,IT Services,13724000,10293000,0.75,8,VEN0077,999,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0144,Education,Office Supplies,388000,367000,0.946,7,VEN0002,773,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0143,IT & Digital Services,Consulting,6448000,4957000,0.769,6,VEN0061,4466,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0261,Education,Construction,14598000,14176000,0.971,5,VEN0104,2297,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0284,Transport,IT Services,13456000,12106000,0.9,2,VEN0111,-66,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0282,Education,Office Supplies,61000,57000,0.934,2,VEN0049,3874,False,False,15,Low,False,low_competition,Only 2 bids were submitted for this tender.
TEN0280,Public Works,Construction,27977000,24605000,0.879,7,VEN0018,2300,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0279,IT & Digital Services,Construction,26962000,22109000,0.82,6,VEN0018,1341,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
TEN0275,Public Works,Office Supplies,758000,654000,0.863,3,VEN0042,1487,False,True,15,Low,False,unusual_bid_pattern,"Two or more competing bids were within 0.3% of each other, an unusually narrow spread."
